x,y,yhat,baseline,residual,Lcore,alpha,gamma_tr,Epair_star,Rcore,mode_1,mode_2,mode_3
12.5,0.001479166666666698,0.0015349968883713219,0.0002832245997071824,-5.583022170462383e-05,0.9439796389469888,0.9439796389469888,0.5378238374400185,0.049483409665608366,1214.4655142518639,0.0011727657188260398,7.875676196295457e-05,2.498078751449842e-07
12.55,0.0014491666666667236,0.0015327360173722781,0.0002832325844316752,-8.356935070555458e-05,0.9422686619377341,0.9422686619377341,0.5372680127540048,0.04943479813306318,1213.2724471154233,0.0011702718286282128,7.898126284570444e-05,2.503414666857599e-07
12.6,0.0014758333333333429,0.0015304489308501513,0.000283240578328915,-5.461559751680843e-05,0.940537908504983,0.940537908504983,0.5367048801422531,0.04938554239013633,1212.0635691992136,0.001167750816058807,7.920665969312622e-05,2.5087676930308455e-07
12.65,0.0015283333333332798,0.0015281360517540425,0.0002832485813989019,1.972815792373149e-07,0.9387876976007876,0.9387876976007876,0.5361345110296833,0.04933564848563918,1210.8390289585018,0.0011652030996853711,7.943295687945034e-05,2.514137903190508e-07
12.7,0.001530833333333259,0.0015257978045895564,0.0002832565936416357,5.035528743702706e-06,0.9370183493509817,0.9370183493509817,0.535556977396332,0.04928512251696586,1209.5989760409163,0.001162629099608329,7.966015880249669e-05,2.5195253709495093e-07
12.75,0.0014824999999999793,0.0015234346152675294,0.00028326461505711654,-4.093461526755008e-05,0.9352301849411045,0.9352301849411045,0.5349723517606856,0.04923397062874289,1208.3435612533044,0.001160029237309585,7.98882698837962e-05,2.5249301703152793e-07
12.8,0.0014666666666666532,0.001521046910954075,0.0002832726456453444,-5.438024428742181e-05,0.9334235265033177,0.9334235265033177,0.5343807071629876,0.04918219901147577,1207.0729365285158,0.0011574039355024483,8.011729456871322e-05,2.5303523756923063e-07
12.85,0.0014700000000000084,0.0015186351199220323,0.00028328068540631933,-4.8635119922023915e-05,0.9315986970043812,0.9315986970043812,0.5337821171485316,0.049129813900193435,1205.787254892134,0.0011547536179829568,8.034723732656791e-05,2.535792061884686e-07
12.9,0.001490833333333293,0.0015161996714038912,0.0002832887343400412,-2.5366338070598182e-05,0.9297560201347413,0.9297560201347413,0.533176655750943,0.04907682157309097,1204.4866704291633,0.001152078709482681,8.057810265075926e-05,2.541249304098701e-07
12.95,0.0014766666666666446,0.0015137409954462718,0.0002832967924465101,-3.7074328779627226e-05,0.927895820198792,0.927895820198792,0.5325643974754589,0.04902322835017111,1203.1713382506894,0.0011493796355230791,8.080989505888815e-05,2.5467241779454234e-07
13.0,0.001451666666666629,0.0015112595227660289,0.00028330485972572606,-5.959285609939994e-05,0.9260184220063602,0.9260184220063602,0.5319454172822103,0.04896904059188495,1201.8414144605165,0.0011466568222714775,8.104261909288094e-05,2.5522167594433206e-07
13.05,0.0014774999999999465,0.001508755684608052,0.00028331293617768895,-3.125568460810545e-05,0.9241241507654726,0.9241241507654726,0.5313197905695174,0.04891426469777276,1200.4970561218106,0.0011439106963987476,8.127627931911323e-05,2.557727125020906e-07
13.1,0.0014716666666666118,0.0015062299126048268,0.0002833210218023989,-3.456324593821493e-05,0.9222133319764468,0.9222133319764468,0.5306875931571982,0.04885890710510484,1199.1384212237406,0.0011411416849387418,8.151088032853412e-05,2.563255351519382e-07
13.15,0.001475833333333269,0.0015036826386378218,0.0002833291165998558,-2.7849305304552836e-05,0.9202862913273624,0.9202862913273624,0.5300489012699039,0.04880297428752356,1197.7656686481512,0.0011383502151495562,8.174642673679044e-05,2.5688015161953236e-07
